Standard,Missing upload,50,3.061e-02,3.084e-02,2.689e-02,3.386e-02,3.137e-02
Standard,Corrected,50,6.959e-12,5.155e-11,1.034e-08,1.634e-08,1.107e-09
Selected,Missing upload,50,,,,,
Selected,Corrected,50,4.263e-12,2.084e-13,2.568e-12,3.006e-11,8.272e-13

