tag,n_runs,unique_sha,median_iter_s_median,wall_s_max,rel_p50_m,rel_p50_mu,rel_p95_m,rel_p95_mu,crb_ratio_m,crb_ratio_mu,std_across_runs_p50_m
int64,3,1,26.520710132957902,349.25425095297396,0.037865622171137724,0.04157491613849469,0.14648013572216007,0.15813847054910127,0.9802446945320441,1.0406305274424246,0.0
f32,5,5,35.66830540297087,341.116308733006,0.03792271034156225,0.04193617439836744,0.15021154548379134,0.1595768494210778,0.9817225459342425,1.0496731437632643,0.00010807188954895903
win7_int64,1,1,18.73885835101828,161.93079972092528,0.016704951950927187,0.03144782548889839,0.45614002716249497,0.9365534228055343,1.0605055773117147,0.9377042437748216,0.0
