run,it,state,cost_sum,cost_p50,res_max,res_p95,grad_norm,H_sha256,digest,n_slip,res_pass,ms_forward,ms_adjoint,ms_total,chunk,n_calls,n_iter,cg,grad_cg,theta_sha256
series_win7_int64_gate,2,accepted,205435.95133902237,1606.2251976924563,9.931127027809628e-06,4.1814879989082705e-06,146.64729102510674,3e377830ee0ffdecb4960a0d786852ed354c85d6d774f7820a288bf02de1ee02,d2f655055bfc4e82bcf9e6295fa1596412b9c76f4588b38bd095e3340ad855eb,-1,1,1150.491917040199,1377.5380849838257,2562.865884974599,1024,6,300,4,60,c1e0fd788a32f30aab9161a98dda62c1925d7c911e88f5904e517946cc927c1a
series_win7_int64_gate,3,prev_theta,205435.95133902237,1606.2251976924563,9.931127027809628e-06,4.1814879989082705e-06,146.64729102510674,3e377830ee0ffdecb4960a0d786852ed354c85d6d774f7820a288bf02de1ee02,d2f655055bfc4e82bcf9e6295fa1596412b9c76f4588b38bd095e3340ad855eb,-1,1,1109.8398560425267,1375.1997109502554,2519.8423139518127,1024,6,300,4,60,c1e0fd788a32f30aab9161a98dda62c1925d7c911e88f5904e517946cc927c1a
series_win7_int64_gate,3,accepted,205250.31196479348,1604.0932931259676,9.931127027809628e-06,7.150886093629923e-06,114.43853669971766,7d10e14783b7eecf42b83f9ff13d59e93dfeb9f15a0474169f325faf0216b440,3c80101ba3275b39dd19cf9849b156c8d5acaf5a2e4254e00ea4116ce867f13b,-1,1,1106.2395090702921,1385.289023979567,2532.889547990635,1024,6,300,4,60,c2b60e022e6d2eed5bdcb94260ddba3cc0674b0f1a72c572c87f6c0a49815829
series_win7_int64_p0,0,initial,643440.6020936834,3760.1327209142946,6.677146272004997e-08,2.048933464421364e-08,14440.273390173574,87fde935794c6a2e6ab708b7bbabc172c2334956852058ed885b2fc33dbe6f7b,2b30e9e819525f9d7213e53098842e2b4f4d9fe64285657d7309ccf52f1a260a,-1,1,1556.7092560231686,1413.2961380528286,3027.560631977394,1024,6,300,4,60,020bd156497d059e9ae53f0708d8e5877767869e618ec33a0173cb91f7319ce3
series_win7_int64_p0,0,prev_theta,643440.6020936834,3760.1327209142946,6.677146272004997e-08,2.048933464421364e-08,14440.273390173574,87fde935794c6a2e6ab708b7bbabc172c2334956852058ed885b2fc33dbe6f7b,2b30e9e819525f9d7213e53098842e2b4f4d9fe64285657d7309ccf52f1a260a,-1,1,1099.1644989699125,1390.04675403703,2544.475111993961,1024,6,300,4,60,020bd156497d059e9ae53f0708d8e5877767869e618ec33a0173cb91f7319ce3
series_win7_int64_p0,0,accepted,209555.9180967085,1629.815434660993,0.018282325680855215,0.000924209789287152,1143.224165163292,2c3c8d91eaeee0c7a09ba60e2b333406a42366d2c33e2300058c410d5365a5cd,7603bd8ee8a9b7dac71bf949f99ac1e4a111a7d84291064a2ce911e89870f016,-1,0,1101.826902013272,1411.4924260647967,2560.618982068263,1024,6,300,4,60,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,1,prev_theta,209555.9180967085,1629.815434660993,0.018282325680855215,0.000924209789287152,1143.224165163292,2c3c8d91eaeee0c7a09ba60e2b333406a42366d2c33e2300058c410d5365a5cd,7603bd8ee8a9b7dac71bf949f99ac1e4a111a7d84291064a2ce911e89870f016,-1,0,1098.5933450283483,1468.1770339375362,2601.2441869825125,1024,6,300,4,60,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,1,accepted,204857.40704786504,1600.317119357644,0.01618793842000779,0.000648709591390304,46.9517921422574,f7666abb3669b3bea278219c4c3a8eca078b026401f4e2e554dd6f419520770a,0add8d4a26e041eb7d84587ae40aca20e12b9ce7c9cd61e42c19720218529ba1,-1,0,1097.9037510696799,1407.8362380387262,2540.8989989664406,1024,6,300,4,60,0ebb7940fe6d6e77d7c2353599d50e36fbf7029744c07811abe8457fd2c9e1e8
series_win7_int64_p0,2,prev_theta,204857.40704786504,1600.317119357644,0.01618793842000779,0.000648709591390304,46.9517921422574,f7666abb3669b3bea278219c4c3a8eca078b026401f4e2e554dd6f419520770a,0add8d4a26e041eb7d84587ae40aca20e12b9ce7c9cd61e42c19720218529ba1,-1,0,1100.7834159536287,1382.880047080107,2518.4588219271973,1024,6,300,4,60,0ebb7940fe6d6e77d7c2353599d50e36fbf7029744c07811abe8457fd2c9e1e8
series_win7_int64_p0,2,accepted,204846.19242442504,1600.2924444626342,0.016129508963921027,0.0005465707565853112,2.2109089976703014,0426514ba798dcb5a382b994c56d51ac1c42e5da2ebdd252e05c3906873f1348,39a96d29a82fd14ae2ab16fb465f353977496792040299b4091fd28b229c41fb,-1,0,1100.0018629711121,1377.201474038884,2517.758308094926,1024,6,300,4,60,0abb005820767e071f39c4fa6f3d16ecda277c8d4716e808fd6d3d37d4cfa473
series_win7_int64_p0,3,prev_theta,204846.19242442504,1600.2924444626342,0.016129508963921027,0.0005465707565853112,2.2109089976703014,0426514ba798dcb5a382b994c56d51ac1c42e5da2ebdd252e05c3906873f1348,39a96d29a82fd14ae2ab16fb465f353977496792040299b4091fd28b229c41fb,-1,0,1100.2563099609688,1420.2035230118781,2556.1818630667403,1024,6,300,4,60,0abb005820767e071f39c4fa6f3d16ecda277c8d4716e808fd6d3d37d4cfa473
series_win7_int64_p0,3,accepted,204845.81407449415,1600.2924442613603,0.016114821798228762,0.0006799690437208171,1.1206862733227916,a9eaa0b5f810576894db348c224aeb797a867fd05048323483220ac0be46a760,965525816006fc2f97e22e95824d3137ab7b80f98d20d00efce9dd689db5b9bf,-1,0,1109.6660249168053,1383.275753003545,2528.091726009734,1024,6,300,4,60,b7eb521442b479c37e7acefb5f86cc5a26211bc7dd1386b79f3fc0c78aa30812
series_win7_int64_p1,0,initial,643440.6020936834,3760.1327209142946,6.677146272004997e-08,2.048933464421364e-08,14440.273390173574,87fde935794c6a2e6ab708b7bbabc172c2334956852058ed885b2fc33dbe6f7b,2b30e9e819525f9d7213e53098842e2b4f4d9fe64285657d7309ccf52f1a260a,-1,1,1552.4846588959917,1404.866378987208,3011.0283319372684,1024,6,300,4,60,020bd156497d059e9ae53f0708d8e5877767869e618ec33a0173cb91f7319ce3
series_win7_int64_p1,0,prev_theta,643440.6020936834,3760.1327209142946,6.677146272004997e-08,2.048933464421364e-08,14440.273390173574,87fde935794c6a2e6ab708b7bbabc172c2334956852058ed885b2fc33dbe6f7b,2b30e9e819525f9d7213e53098842e2b4f4d9fe64285657d7309ccf52f1a260a,-1,1,1101.401562918909,1379.9232619348913,2531.936628976837,1024,6,300,4,60,020bd156497d059e9ae53f0708d8e5877767869e618ec33a0173cb91f7319ce3
series_win7_int64_p1,0,accepted,209555.9180967085,1629.815434660993,0.018282325680855215,0.000924209789287152,1143.224165163292,2c3c8d91eaeee0c7a09ba60e2b333406a42366d2c33e2300058c410d5365a5cd,7603bd8ee8a9b7dac71bf949f99ac1e4a111a7d84291064a2ce911e89870f016,-1,0,1095.5259980401024,1402.1887769922614,2545.5280039459467,1024,6,300,4,60,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p1,1,prev_theta,209555.9180967085,1629.815434660993,0.018282325680855215,0.000924209789287152,1143.224165163292,2c3c8d91eaeee0c7a09ba60e2b333406a42366d2c33e2300058c410d5365a5cd,7603bd8ee8a9b7dac71bf949f99ac1e4a111a7d84291064a2ce911e89870f016,-1,0,1105.43209197931,1403.0573240015656,2545.2082339907065,1024,6,300,4,60,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p1,1,accepted,204857.40704786504,1600.317119357644,0.01618793842000779,0.000648709591390304,46.9517921422574,f7666abb3669b3bea278219c4c3a8eca078b026401f4e2e554dd6f419520770a,0add8d4a26e041eb7d84587ae40aca20e12b9ce7c9cd61e42c19720218529ba1,-1,0,1097.014757920988,1392.4293770687655,2539.514558040537,1024,6,300,4,60,0ebb7940fe6d6e77d7c2353599d50e36fbf7029744c07811abe8457fd2c9e1e8
series_win7_int64_p1,2,prev_theta,204857.40704786504,1600.317119357644,0.01618793842000779,0.000648709591390304,46.9517921422574,f7666abb3669b3bea278219c4c3a8eca078b026401f4e2e554dd6f419520770a,0add8d4a26e041eb7d84587ae40aca20e12b9ce7c9cd61e42c19720218529ba1,-1,0,1099.0388100035489,1389.5136719802395,2523.997405078262,1024,6,300,4,60,0ebb7940fe6d6e77d7c2353599d50e36fbf7029744c07811abe8457fd2c9e1e8
series_win7_int64_p1,2,accepted,204846.19242442504,1600.2924444626342,0.016129508963921027,0.0005465707565853112,2.2109089976703014,0426514ba798dcb5a382b994c56d51ac1c42e5da2ebdd252e05c3906873f1348,39a96d29a82fd14ae2ab16fb465f353977496792040299b4091fd28b229c41fb,-1,0,1102.6075179688632,1375.8874179329723,2514.3814380280674,1024,6,300,4,60,0abb005820767e071f39c4fa6f3d16ecda277c8d4716e808fd6d3d37d4cfa473
series_win7_int64_p1,3,prev_theta,204846.19242442504,1600.2924444626342,0.016129508963921027,0.0005465707565853112,2.2109089976703014,0426514ba798dcb5a382b994c56d51ac1c42e5da2ebdd252e05c3906873f1348,39a96d29a82fd14ae2ab16fb465f353977496792040299b4091fd28b229c41fb,-1,0,1100.9367710212246,1418.2855660328642,2554.161348962225,1024,6,300,4,60,0abb005820767e071f39c4fa6f3d16ecda277c8d4716e808fd6d3d37d4cfa473
series_win7_int64_p1,3,accepted,204845.81407449415,1600.2924442613603,0.016114821798228762,0.0006799690437208171,1.1206862733227916,a9eaa0b5f810576894db348c224aeb797a867fd05048323483220ac0be46a760,965525816006fc2f97e22e95824d3137ab7b80f98d20d00efce9dd689db5b9bf,-1,0,1104.1169869713485,1406.1375099699944,2559.249893995002,1024,6,300,4,60,b7eb521442b479c37e7acefb5f86cc5a26211bc7dd1386b79f3fc0c78aa30812
