Standard push,512,50,0.1,4.048e-03,1.527e-02,4.378e-03,1.634e-02,0.05,pass
Standard push,512,50,1.0,3.859e-02,1.517e-01,4.107e-02,1.609e-01,0.05,fail
Standard push,512,100,1.0,2.226e-02,8.970e-02,1.951e-02,8.300e-02,0.05,fail

