x_m,y_m,static_radius_m_s2,status
0.18,-0.14,0.8314683134137263,feasible
0.2,-0.14,0.7991991277873431,feasible
-0.2,-0.12,0.6876023085970857,feasible
-0.18,-0.12,0.7182386236361843,feasible
-0.16,-0.12,0.7507252517433033,feasible
-0.14,-0.12,0.7852350400214495,feasible
-0.12,-0.12,0.8219630561830646,feasible
-0.1,-0.12,0.8611302778748887,feasible
-0.08,-0.12,0.9029880423033523,feasible
-0.06,-0.12,0.9188898833252465,feasible
-0.04,-0.12,0.9312191079017488,feasible
-0.02,-0.12,0.94354833247825,feasible
0.0,-0.12,0.9558775570547541,feasible
0.02,-0.12,1.0529416003522556,feasible
0.04,-0.12,1.0406123757757517,feasible
0.06,-0.12,1.0282831511992487,feasible
0.08,-0.12,1.011950208094941,feasible
0.1,-0.12,0.9664742096157595,feasible
0.12,-0.12,0.9239213275301621,feasible
0.14,-0.12,0.8840184987500102,feasible
0.16,-0.12,0.8465256440626584,feasible
0.18,-0.12,0.8112308338747434,feasible
0.2,-0.12,0.7779462799777819,feasible
-0.2,-0.1,0.6660104875456071,feasible
-0.18,-0.1,0.6976186748144474,feasible
-0.16,-0.1,0.731241233151935,feasible
-0.14,-0.1,0.7670770624586626,feasible
-0.12,-0.1,0.8053521397923464,feasible
-0.1,-0.1,0.8463242893809645,feasible
-0.08,-0.1,0.8902889978248394,feasible
-0.06,-0.1,0.9161500556415794,feasible
-0.04,-0.1,0.9293925561126375,feasible
-0.02,-0.1,0.9426350565836962,feasible
0.0,-0.1,0.9558775570547539,feasible
0.02,-0.1,1.0520283244576982,feasible
0.04,-0.1,1.0387858239866399,feasible
0.06,-0.1,1.0255433235155824,feasible
0.08,-0.1,0.9981534433781122,feasible
0.1,-0.1,0.9503883741817348,feasible
0.12,-0.1,0.9058745441236301,feasible
0.14,-0.1,0.8642909243965958,feasible
0.16,-0.1,0.8253574041452206,feasible
0.18,-0.1,0.7888284725909529,feasible
0.2,-0.1,0.7544880366934781,feasible
-0.2,-0.08,0.6420554828817087,feasible
-0.18,-0.08,0.6746682816871721,feasible
-0.16,-0.08,0.7094808848948987,feasible
-0.14,-0.08,0.7467236334095411,feasible
-0.12,-0.08,0.7866601897435754,feasible
-0.1,-0.08,0.8295937895771465,feasible
-0.08,-0.08,0.8758749556347097,feasible
-0.06,-0.08,0.9129718555285248,feasible
-0.04,-0.08,0.9272737560372686,feasible
-0.02,-0.08,0.9415756565460114,feasible
