run,it,env,accepted,m,I_zz,mu,cost,res_ncp,res_tol,res_pass,gate,last_cand_res,m_true,I_zz_true,mu_true,rel_m,rel_I,rel_mu,theta_sha256
series_win7_int64_p0,0,0,1,7.953090209443478,0.1143203376465739,0.3772123158389828,1633.5700283004999,7.424783010634428e-12,1e-05,1,cost,7.424783010634428e-12,7.66193324607077,0.12488383317490416,0.43349673090252455,0.03800045680664476,0.08458657345611514,0.1298381534420332,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,1,1,7.72270316734981,0.11671481666494936,0.47761630081032846,1465.4595026263578,1.33845157179735e-11,1e-05,1,cost,1.33845157179735e-11,7.107985503602176,0.11549221983094739,0.5423598261986978,0.08648268393852346,0.0105859670529457,0.11937374831418664,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,2,1,2.6018185250510535,0.03548652576357204,0.35580874979460364,1664.0002574657371,0.0006911307752390239,1e-05,0,cost,0.0006911307752390239,2.4331970156836236,0.034169598356260614,0.43532943072441654,0.06930039297292766,0.03854090977543297,0.18266782651815042,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,3,1,3.682747953397599,0.047499198351848126,0.3385677758897202,1502.6229012321148,1.3709990721366694e-05,1e-05,0,cost,1.3709990721366694e-05,3.7467846984055893,0.05336747045507642,0.309522998672487,0.01709111949646865,0.10995971990405802,0.09383721837085879,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,4,1,2.4888761685033742,0.0464652817773916,0.373519651125192,1559.5045790070847,3.939721747667213e-05,1e-05,0,cost,3.939721747667213e-05,2.5205070814098667,0.03852175628215398,0.4129453129711349,0.012549424335994895,0.20620880930389013,0.09547429310258039,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,5,1,4.036694432289399,0.04786607476637911,0.3482964137456058,1619.9187672674175,9.139814062530949e-07,1e-05,1,cost,9.139814062530949e-07,4.099439817456933,0.050781524716599497,0.3158350441039742,0.015305843715607394,0.05741162689562539,0.10277950546534405,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,6,1,3.5670464140590616,0.044033971261952666,0.3107833121090532,1604.034902114414,3.80740439731575e-08,1e-05,1,cost,3.80740439731575e-08,3.6780588679031005,0.04318808870759348,0.25698606285261066,0.030182348306819855,0.019586015025722978,0.20933917061213117,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,7,1,2.216580143301723,0.032659635183959375,0.5127598105018567,1658.9784443343233,0.0004004324716966601,1e-05,0,cost,0.0004004324716966601,2.2748718879631347,0.03589734399470002,0.5904684822246389,0.02562418788057764,0.090193547779431,0.13160511367178876,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,8,1,3.728331270945501,0.05100173074270616,0.33320014730580066,1579.0948976306966,1.9009612306497559e-06,1e-05,1,cost,1.9009612306497559e-06,3.7427791582228913,0.052888921934059634,0.3046354389473463,0.0038602029846319668,0.035682164096790744,0.0937668593554263,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
series_win7_int64_p0,0,9,1,4.501599511701803,0.058720174039397374,0.469659468635786,1542.2819829668697,6.808099362043407e-10,1e-05,1,cost,6.808099362043407e-10,4.364955469123513,0.057929897248945726,0.4851151432907607,0.03130479647384098,0.013641950495018882,0.0318598066226746,20c8cc6d76d924a0c2d1f63c266844d1d7f1e774fa2e523d439a7afc123b6c63
